ResourceProvider,ResourceType,Description,Operation
Microsoft.Network,vpnGateways,Resets a VpnGateway,microsoft.network/vpngateways/reset/action
Microsoft.Network,vpnGateways,Start Vpn gateway Packet Capture with according resource,microsoft.network/vpngateways/startpacketcapture/action
Microsoft.Network,vpnGateways,Stop Vpn gateway Packet Capture with sasURL,microsoft.network/vpngateways/stoppacketcapture/action
Microsoft.Network,vpnServerConfigurations,Create or Update VpnServerConfiguration,Microsoft.Network/vpnServerConfigurations/write
Microsoft.Network,vpnServerConfigurations,Delete VpnServerConfiguration,Microsoft.Network/vpnServerConfigurations/delete
Microsoft.Network,vpnServerConfigurations,Get VpnServerConfiguration,Microsoft.Network/vpnServerConfigurations/read
Microsoft.Network,vpnSites,Gets a Vpn Site Link,microsoft.network/vpnSites/vpnSiteLinks/read
Microsoft.Network,vpnSites,Creates or updates a Vpn Site resource.,Microsoft.Network/vpnsites/write
Microsoft.Network,vpnSites,Deletes a Vpn Site resource.,Microsoft.Network/vpnsites/delete
Microsoft.Network,vpnSites,Gets a Vpn Site resource.,Microsoft.Network/vpnsites/read
Microsoft.NotificationHubs,checkNameAvailability,n/a,n/a
Microsoft.NotificationHubs,checkNamespaceAvailability,Checks whether or not a given Namespace resource name is available within the NotificationHub service.,Microsoft.NotificationHubs/CheckNamespaceAvailability/action
Microsoft.NotificationHubs,namespaces,Create a Namespace level Authorization Rules and update its properties. The Authorization Rules Access Rights, the Primary and Secondary Keys can be updated.
Microsoft.NotificationHubs,namespaces,Delete Namespace Authorization Rule. The Default Namespace Authorization Rule cannot be deleted. ,Microsoft.NotificationHubs/Namespaces/authorizationRules/delete
Microsoft.NotificationHubs,namespaces,Get the list of Namespaces Authorization Rules description.,Microsoft.NotificationHubs/Namespaces/authorizationRules/read
Microsoft.NotificationHubs,namespaces,Get the Connection String to the Namespace,Microsoft.NotificationHubs/Namespaces/authorizationRules/listkeys/action
Microsoft.NotificationHubs,namespaces,Namespace Authorization Rule Regenerate Primary/SecondaryKey, Specify the Key that needs to be regenerated
Microsoft.NotificationHubs,namespaces,Get list of Namespace diagnostic settings Resource Descriptions,Microsoft.NotificationHubs/namespaces/diagnosticSettings/write
Microsoft.NotificationHubs,namespaces,Get list of Namespace diagnostic settings Resource Descriptions,Microsoft.NotificationHubs/namespaces/diagnosticSettings/read
Microsoft.NotificationHubs,namespaces,Get list of Namespace logs Resource Descriptions,Microsoft.NotificationHubs/namespaces/logDefinitions/read
Microsoft.NotificationHubs,namespaces,Checks whether or not a given NotificationHub name is available inside a Namespace.,Microsoft.NotificationHubs/Namespaces/CheckNotificationHubAvailability/action
Microsoft.NotificationHubs,namespaces,Create a Namespace Resource and Update its properties. Tags and Capacity of the Namespace are the properties which can be updated.,Microsoft.NotificationHubs/Namespaces/write
Microsoft.NotificationHubs,namespaces,Delete Namespace Resource,Microsoft.NotificationHubs/Namespaces/Delete
Microsoft.NotificationHubs,namespaces,Get the list of Namespaces Authorization Rules description.,Microsoft.NotificationHubs/Namespaces/authorizationRules/action
Microsoft.NotificationHubs,namespaces,Get the list of Namespace Resource Description,Microsoft.NotificationHubs/Namespaces/read
Microsoft.NotificationHubs,namespaces/notificationHubs,Get list of Namespace metrics Resource Descriptions,Microsoft.NotificationHubs/Namespaces/NotificationHubs/metricDefinitions/read
Microsoft.NotificationHubs,namespaces/notificationHubs,Create Notification Hub Authorization Rules and Update its properties. The Authorization Rules Access Rights, the Primary and Secondary Keys can be updated.
Microsoft.NotificationHubs,namespaces/notificationHubs,Delete Notification Hub Authorization Rules,Microsoft.NotificationHubs/Namespaces/NotificationHubs/authorizationRules/delete
Microsoft.NotificationHubs,namespaces/notificationHubs,Get the list of Notification Hub Authorization Rules,Microsoft.NotificationHubs/Namespaces/NotificationHubs/authorizationRules/read
Microsoft.NotificationHubs,namespaces/notificationHubs,Get the Connection String to the Notification Hub,Microsoft.NotificationHubs/Namespaces/NotificationHubs/authorizationRules/listkeys/action
Microsoft.NotificationHubs,namespaces/notificationHubs,Notification Hub Authorization Rule Regenerate Primary/SecondaryKey, Specify the Key that needs to be regenerated
Microsoft.NotificationHubs,namespaces/notificationHubs,Create a Notification Hub and Update its properties. Its properties mainly include PNS Credentials. Authorization Rules and TTL,Microsoft.NotificationHubs/Namespaces/NotificationHubs/write
Microsoft.NotificationHubs,namespaces/notificationHubs,Delete Notification Hub Resource,Microsoft.NotificationHubs/Namespaces/NotificationHubs/Delete
Microsoft.NotificationHubs,namespaces/notificationHubs,Get the list of Notification Hub Authorization Rules,Microsoft.NotificationHubs/Namespaces/NotificationHubs/authorizationRules/action
Microsoft.NotificationHubs,namespaces/notificationHubs,Get All Notification Hub PNS Credentials. This includes, WNS
Microsoft.NotificationHubs,namespaces/notificationHubs,Get list of Notification Hub Resource Descriptions,Microsoft.NotificationHubs/Namespaces/NotificationHubs/read
Microsoft.NotificationHubs,namespaces/notificationHubs,Send a test push notification.,Microsoft.NotificationHubs/Namespaces/NotificationHubs/debugSend/action
Microsoft.NotificationHubs,none,Registers the subscription for the NotifciationHubs resource provider and enables the creation of Namespaces and NotificationHubs,Microsoft.NotificationHubs/register/action
Microsoft.NotificationHubs,none,Unregisters the subscription for the NotifciationHubs resource provider and enables the creation of Namespaces and NotificationHubs,Microsoft.NotificationHubs/unregister/action
Microsoft.NotificationHubs,operationResults,Returns operation results for Notification Hubs provider,Microsoft.NotificationHubs/operationResults/read
Microsoft.NotificationHubs,operations,Returns a list of supported operations for Notification Hubs provider,Microsoft.NotificationHubs/operations/read
Microsoft.ObjectStore,n/a,n/a,n/a
Microsoft.ObjectStore,osNamespaces,n/a,n/a
Microsoft.OffAzure,HyperVSites,Creates or updates the Hyper-V cluster,Microsoft.OffAzure/HyperVSites/clusters/write
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V cluster,Microsoft.OffAzure/HyperVSites/clusters/read
Microsoft.OffAzure,HyperVSites,Creates or updates the Hyper-V host,Microsoft.OffAzure/HyperVSites/hosts/write
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V host,Microsoft.OffAzure/HyperVSites/hosts/read
Microsoft.OffAzure,HyperVSites,Creates or updates the Hyper-V site,Microsoft.OffAzure/HyperVSites/write
Microsoft.OffAzure,HyperVSites,Deletes the Hyper-V site,Microsoft.OffAzure/HyperVSites/delete
Microsoft.OffAzure,HyperVSites,Gets the summary of a Hyper-V site,Microsoft.OffAzure/HyperVSites/summary/read
Microsoft.OffAzure,HyperVSites,Gets the usages of a Hyper-V site,Microsoft.OffAzure/HyperVSites/usage/read
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V site,Microsoft.OffAzure/HyperVSites/read
Microsoft.OffAzure,HyperVSites,Refreshes the objects within a Hyper-V site,Microsoft.OffAzure/HyperVSites/refresh/action
Microsoft.OffAzure,HyperVSites,Updates the properties for machines in a site,Microsoft.OffAzure/HyperVSites/updateProperties/action
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V jobs,Microsoft.OffAzure/HyperVSites/jobs/read
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V machines,Microsoft.OffAzure/HyperVSites/machines/read
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V operation status,Microsoft.OffAzure/HyperVSites/operationsstatus/read
Microsoft.OffAzure,HyperVSites,Gets the health summary for Hyper-V resource,Microsoft.OffAzure/HyperVSites/healthsummary/read
Microsoft.OffAzure,HyperVSites,Gets the properties of a Hyper-V run as accounts,Microsoft.OffAzure/HyperVSites/runasaccounts/read
Microsoft.OffAzure,ImportSites,Creates or updates the Import site,Microsoft.OffAzure/ImportSites/write
Microsoft.OffAzure,ImportSites,Deletes the Import site,Microsoft.OffAzure/ImportSites/delete
Microsoft.OffAzure,ImportSites,Gets the properties of a Import site,Microsoft.OffAzure/ImportSites/read
Microsoft.OffAzure,ImportSites,Gets the SAS uri for exporting the machines CSV file.,Microsoft.OffAzure/ImportSites/exporturi/action
Microsoft.OffAzure,ImportSites,Gets the SAS uri for importing the machines CSV file.,Microsoft.OffAzure/ImportSites/importuri/action
Microsoft.OffAzure,ImportSites,Gets the properties of a Import jobs,Microsoft.OffAzure/ImportSites/jobs/read
Microsoft.OffAzure,ImportSites,Deletes the Import machine,Microsoft.OffAzure/ImportSites/machines/delete
Microsoft.OffAzure,ImportSites,Gets the properties of a Import machines,Microsoft.OffAzure/ImportSites/machines/read
Microsoft.OffAzure,locations,n/a,n/a
Microsoft.OffAzure,locations/operationResults,n/a,n/a
Microsoft.OffAzure,MasterSites,Gets the properties of IIS Web applications.,Microsoft.OffAzure/MasterSites/webAppSites/IISWebApplications/read
Microsoft.OffAzure,MasterSites,Gets the properties of IIS Web servers.,Microsoft.OffAzure/MasterSites/webAppSites/IISWebServers/read
Microsoft.OffAzure,MasterSites,Gets the properties of a Master site operation status,Microsoft.OffAzure/MasterSites/operationsstatus/read
Microsoft.OffAzure,MasterSites,Create or Update a Private Endpoint Connection Proxy,Microsoft.OffAzure/MasterSites/privateEndpointConnectionProxies/write
Microsoft.OffAzure,MasterSites,Delete a Private Endpoint Connection Proxy,Microsoft.OffAzure/MasterSites/privateEndpointConnectionProxies/delete
Microsoft.OffAzure,MasterSites,Get Private Endpoint Connection Proxy,Microsoft.OffAzure/MasterSites/privateEndpointConnectionProxies/read
Microsoft.OffAzure,MasterSites,Validate a Private Endpoint Connection Proxy,Microsoft.OffAzure/MasterSites/privateEndpointConnectionProxies/validate/action
Microsoft.OffAzure,MasterSites,Delete a Private Endpoint Connection,Microsoft.OffAzure/MasterSites/privateEndpointConnections/delete
Microsoft.OffAzure,MasterSites,Get Private Endpoint Connection,Microsoft.OffAzure/MasterSites/privateEndpointConnections/read
Microsoft.OffAzure,MasterSites,Update a Private Endpoint Connection,Microsoft.OffAzure/MasterSites/privateEndpointConnections/write
Microsoft.OffAzure,MasterSites,Get Private Link Resource,Microsoft.OffAzure/MasterSites/privateLinkResources/read
Microsoft.OffAzure,MasterSites,Creates or updates the WebApp site,Microsoft.OffAzure/MasterSites/webAppSites/write
Microsoft.OffAzure,MasterSites,Deletes the WebApp site,Microsoft.OffAzure/MasterSites/webAppSites/delete
Microsoft.OffAzure,MasterSites,Gets the properties of a WebApp site,Microsoft.OffAzure/MasterSites/webAppSites/read
Microsoft.OffAzure,none,Registers Subscription with Microsoft.OffAzure resource provider,Microsoft.OffAzure/register/action
Microsoft.OffAzure,none,Subscription Registration Action,Microsoft.OffAzure/register/action
Microsoft.OffAzure,none,Unregisters Subscription with Microsoft.Migrate resource provider,Microsoft.OffAzure/unregister/action
Microsoft.OffAzure,operations,Reads the exposed operations,Microsoft.OffAzure/Operations/read
Microsoft.OffAzure,ServerSites,Gets the properties of a Server jobs,Microsoft.OffAzure/ServerSites/jobs/read
Microsoft.OffAzure,ServerSites,Gets the properties of a Server machines,Microsoft.OffAzure/ServerSites/machines/read
Microsoft.OffAzure,ServerSites,Write the properties of a Server machines,Microsoft.OffAzure/ServerSites/machines/write
Microsoft.OffAzure,ServerSites,Gets the properties of a Server operation status,Microsoft.OffAzure/ServerSites/operationsstatus/read
Microsoft.OffAzure,ServerSites,Gets the properties of a Server run as accounts,Microsoft.OffAzure/ServerSites/runasaccounts/read
Microsoft.OffAzure,ServerSites,Creates or updates the Server site,Microsoft.OffAzure/ServerSites/write
Microsoft.OffAzure,ServerSites,Deletes the Server site,Microsoft.OffAzure/ServerSites/delete
Microsoft.OffAzure,ServerSites,Gets the summary of a Server site,Microsoft.OffAzure/ServerSites/summary/read
Microsoft.OffAzure,ServerSites,Gets the usages of a Server site,Microsoft.OffAzure/ServerSites/usage/read
Microsoft.OffAzure,ServerSites,Gets the properties of a Server site,Microsoft.OffAzure/ServerSites/read
Microsoft.OffAzure,ServerSites,Refreshes the objects within a Server site,Microsoft.OffAzure/ServerSites/refresh/action
Microsoft.OffAzure,ServerSites,Updates the properties for machines in a site,Microsoft.OffAzure/ServerSites/updateProperties/action
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware hosts,Microsoft.OffAzure/VMwareSites/hosts/read
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware jobs,Microsoft.OffAzure/VMwareSites/jobs/read
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware machines,Microsoft.OffAzure/VMwareSites/machines/read
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware machines applications,Microsoft.OffAzure/VMwareSites/machines/applications/read
Microsoft.OffAzure,VMwareSites,Start VMware machines,Microsoft.OffAzure/VMwareSites/machines/start/action
Microsoft.OffAzure,VMwareSites,Stops the VMware machines,Microsoft.OffAzure/VMwareSites/machines/stop/action
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware operation status,Microsoft.OffAzure/VMwareSites/operationsstatus/read
Microsoft.OffAzure,VMwareSites,Gets the health summary for VMware resource,Microsoft.OffAzure/VMwareSites/healthsummary/read
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware run as accounts,Microsoft.OffAzure/VMwareSites/runasaccounts/read
Microsoft.OffAzure,VMwareSites,Creates or updates the VMware vCenter,Microsoft.OffAzure/VMwareSites/vcenters/write
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware vCenter,Microsoft.OffAzure/VMwareSites/vcenters/read
Microsoft.OffAzure,VMwareSites,Creates or updates the VMware site,Microsoft.OffAzure/VMwareSites/write
Microsoft.OffAzure,VMwareSites,Deletes the VMware site,Microsoft.OffAzure/VMwareSites/delete
Microsoft.OffAzure,VMwareSites,Exports the dependencies information for the selected machines,Microsoft.OffAzure/VMwareSites/exportDependencies/action
Microsoft.OffAzure,VMwareSites,Exports the VMware applications and roles data into xls,Microsoft.OffAzure/VMwareSites/exportapplications/action
Microsoft.OffAzure,VMwareSites,Generates the coarse map for the list of machines,Microsoft.OffAzure/VMwareSites/generateCoarseMap/action
Microsoft.OffAzure,VMwareSites,Generates the Detailed VMware Coarse Map,Microsoft.OffAzure/VMwareSites/generateDetailedMap/action
Microsoft.OffAzure,VMwareSites,Gets the summary of a VMware site,Microsoft.OffAzure/VMwareSites/summary/read
Microsoft.OffAzure,VMwareSites,Gets the usages of a VMware site,Microsoft.OffAzure/VMwareSites/usage/read
Microsoft.OffAzure,VMwareSites,Gets the properties of a VMware site,Microsoft.OffAzure/VMwareSites/read
Microsoft.OffAzure,VMwareSites,Gets the list application information for the selected machines,Microsoft.OffAzure/VMwareSites/getApplications/action
Microsoft.OffAzure,VMwareSites,Lists the client group members for the selected client group.,Microsoft.OffAzure/VMwareSites/clientGroupMembers/action
Microsoft.OffAzure,VMwareSites,Lists the server group members for the selected server group.,Microsoft.OffAzure/VMwareSites/serverGroupMembers/action
Microsoft.OffAzure,VMwareSites,Refreshes the objects within a VMware site,Microsoft.OffAzure/VMwareSites/refresh/action
Microsoft.OffAzure,VMwareSites,Updates the properties for machines in a site,Microsoft.OffAzure/VMwareSites/updateProperties/action
Microsoft.OpenLogisticsPlatform,applicationRegistrationInvites,n/a,n/a
Microsoft.OpenLogisticsPlatform,checkNameAvailability,n/a,n/a
Microsoft.OpenLogisticsPlatform,Locations,n/a,n/a
Microsoft.OpenLogisticsPlatform,Locations/OperationStatuses,n/a,n/a
Microsoft.OpenLogisticsPlatform,none,Writes workspaces,Microsoft.OpenLogisticsPlatform/workspaces/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspaces,Microsoft.OpenLogisticsPlatform/workspaces/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspaces,Microsoft.OpenLogisticsPlatform/workspaces/read
Microsoft.OpenLogisticsPlatform,none,Writes workspace delivery nodes,Microsoft.OpenLogisticsPlatform/workspaces/deliveryNodes/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspace delivery nodes,Microsoft.OpenLogisticsPlatform/workspaces/deliveryNodes/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspace delivery nodes,Microsoft.OpenLogisticsPlatform/workspaces/deliveryNodes/read
Microsoft.OpenLogisticsPlatform,none,Writes workspace event grid filters,Microsoft.OpenLogisticsPlatform/workspaces/eventGridFilters/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspace event grid filters,Microsoft.OpenLogisticsPlatform/workspaces/eventGridFilters/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspace event grid filters,Microsoft.OpenLogisticsPlatform/workspaces/eventGridFilters/read
Microsoft.OpenLogisticsPlatform,none,Generates workspace fulfillment options,Microsoft.OpenLogisticsPlatform/workspaces/fulfillmentOptions/generate/action
Microsoft.OpenLogisticsPlatform,none,Reads workspace fulfillment plans,Microsoft.OpenLogisticsPlatform/workspaces/fulfillmentPlans/read
Microsoft.OpenLogisticsPlatform,none,Reject workspace fulfillment plans,Microsoft.OpenLogisticsPlatform/workspaces/fulfillmentPlans/reject/action
Microsoft.OpenLogisticsPlatform,none,Updates workspace fulfillment plans,Microsoft.OpenLogisticsPlatform/workspaces/fulfillmentPlans/update/action
Microsoft.OpenLogisticsPlatform,none,Writes workspace items,Microsoft.OpenLogisticsPlatform/workspaces/items/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspace items,Microsoft.OpenLogisticsPlatform/workspaces/items/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspace items,Microsoft.OpenLogisticsPlatform/workspaces/items/read
Microsoft.OpenLogisticsPlatform,none,Cancels workspace order fulfillments,Microsoft.OpenLogisticsPlatform/workspaces/orderFulfillments/cancel/action
Microsoft.OpenLogisticsPlatform,none,Writes workspace order fulfillments,Microsoft.OpenLogisticsPlatform/workspaces/orderFulfillments/create/action
Microsoft.OpenLogisticsPlatform,none,Reads workspace order fulfillments,Microsoft.OpenLogisticsPlatform/workspaces/orderFulfillments/read
Microsoft.OpenLogisticsPlatform,none,Writes workspace warehouseItems,Microsoft.OpenLogisticsPlatform/workspaces/warehouseItems/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspace warehouseItems,Microsoft.OpenLogisticsPlatform/workspaces/warehouseItems/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspace warehouseItems,Microsoft.OpenLogisticsPlatform/workspaces/warehouseItems/read
Microsoft.OpenLogisticsPlatform,none,Writes workspace warehouses,Microsoft.OpenLogisticsPlatform/workspaces/warehouses/write
Microsoft.OpenLogisticsPlatform,none,Deletes workspace warehouses,Microsoft.OpenLogisticsPlatform/workspaces/warehouses/delete
Microsoft.OpenLogisticsPlatform,none,Reads workspace warehouses,Microsoft.OpenLogisticsPlatform/workspaces/warehouses/read
Microsoft.OpenLogisticsPlatform,Operations,n/a,n/a
Microsoft.OpenLogisticsPlatform,shareInvites,n/a,n/a
Microsoft.OperationalInsights,clusters,Create or updates a Cluster,Microsoft.OperationalInsights/clusters/write
Microsoft.OperationalInsights,clusters,Delete Cluster,Microsoft.OperationalInsights/clusters/delete
Microsoft.OperationalInsights,clusters,Get Cluster,Microsoft.OperationalInsights/clusters/read
Microsoft.OperationalInsights,deletedWorkspaces,Lists workspaces in soft deleted period.,Microsoft.OperationalInsights/deletedWorkspaces/read
Microsoft.OperationalInsights,linkTargets,Lists workspaces in soft deleted period.,Microsoft.OperationalInsights/linkTargets/read
Microsoft.OperationalInsights,locations/operationStatuses,Get Log Analytics Azure Async Operation Status.,microsoft.operationalinsights/locations/operationStatuses/read
Microsoft.OperationalInsights,none,Get the available service tiers.,microsoft.operationalinsights/availableservicetiers/read
Microsoft.OperationalInsights,none,Register a subscription to a resource provider.,Microsoft.OperationalInsights/register/action
Microsoft.OperationalInsights,none,Rergisters the subscription.,microsoft.operationalinsights/register/action
Microsoft.OperationalInsights,none,Unregisters the subscription.,microsoft.operationalinsights/unregister/action
Microsoft.OperationalInsights,operations,Lists all of the available OperationalInsights Rest API operations.,microsoft.operationalinsights/operations/read
Microsoft.OperationalInsights,storageInsightConfigs,n/a,n/a
Microsoft.OperationalInsights,workspaces,Get search schema V2.,Microsoft.OperationalInsights/workspaces/analytics/query/schema/read
Microsoft.OperationalInsights,workspaces,Get search schema V2.,Microsoft.OperationalInsights/workspaces/api/query/schema/read
Microsoft.OperationalInsights,workspaces,Search using new engine.,Microsoft.OperationalInsights/workspaces/analytics/query/action
Microsoft.OperationalInsights,workspaces,Search using new engine.,Microsoft.OperationalInsights/workspaces/api/query/action
Microsoft.OperationalInsights,workspaces,List of all the available service tiers for workspace.,Microsoft.OperationalInsights/workspaces/availableservicetiers/read
Microsoft.OperationalInsights,workspaces,Delete Configuration Scope,Microsoft.OperationalInsights/workspaces/configurationScopes/delete
Microsoft.OperationalInsights,workspaces,Get Configuration Scope,Microsoft.OperationalInsights/workspaces/configurationScopes/read
Microsoft.OperationalInsights,workspaces,Set Configuration Scope,Microsoft.OperationalInsights/workspaces/configurationScopes/write
Microsoft.OperationalInsights,workspaces,Removes a gateway configured for the workspace.,Microsoft.OperationalInsights/workspaces/gateways/delete
Microsoft.OperationalInsights,workspaces,Disables an intelligence pack for a given workspace.,Microsoft.OperationalInsights/workspaces/intelligencepacks/disable/action
Microsoft.OperationalInsights,workspaces,Enables an intelligence pack for a given workspace.,Microsoft.OperationalInsights/workspaces/intelligencepacks/enable/action
Microsoft.OperationalInsights,workspaces,Lists all intelligence packs that are visible for a given worksapce and also lists whether the pack is enabled or disabled for that workspace.,Microsoft.OperationalInsights/workspaces/intelligencepacks/read
Microsoft.OperationalInsights,workspaces,Retrieves the list keys for the workspace. These keys are used to connect Microsoft Operational Insights agents to the workspace.,Microsoft.OperationalInsights/workspaces/listKeys/read
Microsoft.OperationalInsights,workspaces,Gets the names and metadata for System Center Operations Manager management groups connected to this workspace.,Microsoft.OperationalInsights/workspaces/managementGroups/read
Microsoft.OperationalInsights,workspaces,Get Metric Definitions under workspace,Microsoft.OperationalInsights/workspaces/metricDefinitions/read
Microsoft.OperationalInsights,workspaces,Delete the user's notification settings for the workspace.,Microsoft.OperationalInsights/workspaces/notificationSettings/delete
Microsoft.OperationalInsights,workspaces,Get the user's notification settings for the workspace.,Microsoft.OperationalInsights/workspaces/notificationSettings/read
Microsoft.OperationalInsights,workspaces,Set the user's notification settings for the workspace.,Microsoft.OperationalInsights/workspaces/notificationSettings/write
Microsoft.OperationalInsights,workspaces,Get all alert rules.,microsoft.operationalinsights/workspaces/rules/read
Microsoft.OperationalInsights,workspaces,Creates a saved search query,Microsoft.OperationalInsights/workspaces/savedSearches/write
Microsoft.OperationalInsights,workspaces,Deletes a saved search query,Microsoft.OperationalInsights/workspaces/savedSearches/delete
Microsoft.OperationalInsights,workspaces,Gets a saved search query,Microsoft.OperationalInsights/workspaces/savedSearches/read
Microsoft.OperationalInsights,workspaces,Create or update scheduled search actions.,microsoft.operationalinsights/workspaces/savedsearches/schedules/actions/write
Microsoft.OperationalInsights,workspaces,Create or update scheduled searches.,microsoft.operationalinsights/workspaces/savedsearches/schedules/write
Microsoft.OperationalInsights,workspaces,Delete scheduled search actions.,microsoft.operationalinsights/workspaces/savedsearches/schedules/actions/delete
Microsoft.OperationalInsights,workspaces,Delete scheduled searches.,microsoft.operationalinsights/workspaces/savedsearches/schedules/delete
Microsoft.OperationalInsights,workspaces,Get scheduled search actions.,microsoft.operationalinsights/workspaces/savedsearches/schedules/actions/read
Microsoft.OperationalInsights,workspaces,Get scheduled searches.,microsoft.operationalinsights/workspaces/savedsearches/schedules/read
Microsoft.OperationalInsights,workspaces,Gets the search schema for the workspace.  Search schema includes the exposed fields and their types.,Microsoft.OperationalInsights/workspaces/schema/read
Microsoft.OperationalInsights,workspaces,Retrieves the shared keys for the workspace. These keys are used to connect Microsoft Operational Insights agents to the workspace.,Microsoft.OperationalInsights/workspaces/sharedKeys/read
Microsoft.OperationalInsights,workspaces,Creates a new storage configuration. These configurations are used to pull data from a location in an existing storage account.,Microsoft.OperationalInsights/workspaces/storageinsightconfigs/write
Microsoft.OperationalInsights,workspaces,Deletes a storage configuration. This will stop Microsoft Operational Insights from reading data from the storage account.,Microsoft.OperationalInsights/workspaces/storageinsightconfigs/delete
Microsoft.OperationalInsights,workspaces,Gets a storage configuration.,Microsoft.OperationalInsights/workspaces/storageinsightconfigs/read
Microsoft.OperationalInsights,workspaces,Get Search Upgrade Translation Failure log for the workspace,Microsoft.OperationalInsights/workspaces/upgradetranslationfailures/read
Microsoft.OperationalInsights,workspaces,Gets usage data for a workspace including the amount of data read by the workspace.,Microsoft.OperationalInsights/workspaces/usages/read
Microsoft.OperationalInsights,workspaces,Create or update a workspace view.,microsoft.operationalinsights/workspaces/views/write
Microsoft.OperationalInsights,workspaces,Delete a workspace view.,microsoft.operationalinsights/workspaces/views/delete
Microsoft.OperationalInsights,workspaces,Get workspace views.,microsoft.operationalinsights/workspaces/views/read
Microsoft.OperationalInsights,workspaces,Creates a new workspace or links to an existing workspace by providing the customer id from the existing workspace.,Microsoft.OperationalInsights/workspaces/write
Microsoft.OperationalInsights,workspaces,Delete specified data from workspace,Microsoft.OperationalInsights/workspaces/purge/action
Microsoft.OperationalInsights,workspaces,Deletes a workspace. If the workspace was linked to an existing workspace at creation time then the workspace it was linked to is not deleted.,Microsoft.OperationalInsights/workspaces/delete
Microsoft.OperationalInsights,workspaces,Generates Registration Certificate for the workspace. This Certificate is used to connect Microsoft System Center Operation Manager to the workspace.,Microsoft.OperationalInsights/workspaces/generateregistrationcertificate/action
Microsoft.OperationalInsights,workspaces,Gets an existing workspace,Microsoft.OperationalInsights/workspaces/read
Microsoft.OperationalInsights,workspaces,Retrieves the list keys for the workspace. These keys are used to connect Microsoft Operational Insights agents to the workspace.,Microsoft.OperationalInsights/workspaces/listKeys/action
Microsoft.OperationalInsights,workspaces,Retrieves the shared keys for the workspace. These keys are used to connect Microsoft Operational Insights agents to the workspace.,Microsoft.OperationalInsights/workspaces/sharedKeys/action
Microsoft.OperationalInsights,workspaces,Regenerates the specified workspace shared key,Microsoft.OperationalInsights/workspaces/regeneratesharedkey/action
Microsoft.OperationalInsights,workspaces,Executes a search query,Microsoft.OperationalInsights/workspaces/search/action
Microsoft.OperationalInsights,workspaces,Gets the status of an OperationalInsights workspace operation.,microsoft.operationalinsights/workspaces/operations/read
Microsoft.OperationalInsights,workspaces,Get saved searches results. Deprecated,microsoft.operationalinsights/workspaces/savedsearches/results/read
Microsoft.OperationalInsights,workspaces,Get search results. Deprecated.,microsoft.operationalinsights/workspaces/search/read
Microsoft.OperationalInsights,workspaces/dataExports,Delete specific data export.,microsoft.operationalinsights/workspaces/dataExports/delete
Microsoft.OperationalInsights,workspaces/dataExports,Get specific data export.,microsoft.operationalinsights/workspaces/dataExports/read
Microsoft.OperationalInsights,workspaces/dataExports,Create or update data export.,microsoft.operationalinsights/workspaces/dataExports/write
Microsoft.OperationalInsights,workspaces/dataSources,Create/Update datasources under a workspace.,Microsoft.OperationalInsights/workspaces/datasources/write
Microsoft.OperationalInsights,workspaces/dataSources,Delete datasources under a workspace.,Microsoft.OperationalInsights/workspaces/datasources/delete
Microsoft.OperationalInsights,workspaces/dataSources,Get datasources under a workspace.,Microsoft.OperationalInsights/workspaces/datasources/read
Microsoft.OperationalInsights,workspaces/linkedServices,Create/Update linked services under given workspace.,Microsoft.OperationalInsights/workspaces/linkedServices/write
Microsoft.OperationalInsights,workspaces/linkedServices,Delete linked services under given workspace.,Microsoft.OperationalInsights/workspaces/linkedServices/delete
Microsoft.OperationalInsights,workspaces/linkedServices,Get linked services under given workspace.,Microsoft.OperationalInsights/workspaces/linkedServices/read
Microsoft.OperationalInsights,workspaces/linkedStorageAccounts,n/a,n/a
Microsoft.OperationalInsights,workspaces/metadata,n/a,n/a
Microsoft.OperationalInsights,workspaces/query,Read data from the AACHttpRequest table,Microsoft.OperationalInsights/workspaces/query/AACHttpRequest/read
